year,release_date,category,genre,title,creator,title_image,introduction,country_category,country_name,video,production,distribution,grade,runtime,remake,cast,staff,awards,series,soundtrack,amount,ref_video,
2011,2011 .09.22 개봉,영화,드라마,도가니,황동혁,https://movie-phinf.pstatic.net/20111223_256/1324646334244okQ2O_JPEG/movie_image.jpg,"2011년, 대한민국의 마음을 움직일 진실이 찾아온다.@ 믿을 수 없지만, 한 청각장애인학교에서 실제 일어난 사건입니다. 2000년부터 5년간 청각장애아를 상대로 교장과 교사들이 비인간적인 성폭력과 학대를 저질렀습니다. 인정하고 싶지 않지만 이 이야기는 진실입니다. 이제 이 끔찍한 진실을 마주해야 할 시간입니다.",국내,한국,vOxlmwYmjws,"삼거리픽쳐스 , (주)판타지오픽쳐스",CJ 엔터테인먼트,청소년 관람불가,125분,-,남명렬 장유 엄지성 김지영 박혜진 김지영 권홍석 최진호 전국환 엄효섭 김주령 임현성 김민상 장광 백승환 정인서 김현수 정유미 공유 ,  황동혁 (각본) 공지영 (원작자) 이상무 (투자총괄) 배정민 (프로듀서) 김정아 (제작) 엄용훈 (제작) 나병준 (제작) 장진승 (투자책임) 진영아 (공동투자) 김학범 (공동투자) 채윤 (공동투자) 박현태 (공동투자) 신강영 (공동투자) 남기문 (공동투자) 박철 (공동투자) 이용준 (공동투자) 이재민 (라인프로듀서) 김지용 (촬영) 박주현 (조명) 임철우 (연출부) 김경민 (연출부) 박주운 (연출부) 전한나 (스크립터) 박정배 (조감독) 박현수 (동시녹음) 이승철 (사운드) 한명환 (사운드) 모그 (음악) 채경선 (미술) 안정훈 (미술팀) 정은교 (미술팀) 신혜나 (미술팀) 현창조 (소품) 신유진 (미술팀장) 전건익 (특수효과) 김효강 (시각효과) 김태훈 (시각효과) 이승희 (시각효과) 전우재 Woo Jae Jeon (-무술감독) 김도희 (분장) 임승희 (의상) 함성원 (편집) 임선애 (스토리보드) 조나래 (스토리보드팀) 민인영 (스토리보드팀) 민윤영 (스토리보드팀) 신혜정 (스토리보드팀) 박종원 (스토리보드팀) 김진희 (마케팅부문) 차정수 (마케팅부문) 윤효진 (마케팅부문) 이하나 (마케팅부문) 우석제 (마케팅부문) 임정순 (마케팅부문) 김보경 (마케팅부문) 이경민 (마케팅부문) 양자강 (마케팅부문) 표선정 (마케팅부문) 최문정 (마케팅부문) 박정은 (마케팅부문) 김선미 (마케팅부문) 유지혜 (마케팅부문) 장혁진 (음악부문) 김혜성 KIM Hyesung (마케팅부문) 이은주 (음악팀) 임효욱 (매니저부문) 이수민 LEE SOO MIN (메이킹),배우/제작진 수상 이력@수상정보 테이블표@2012@제 7회 파리한국영화제@후보@페이사쥬 (황동혁)@제 16회 판타지아 영화제@후보@장편 영화 (황동혁)@제 14회 우디네 극동영화제@수상@관객상 (황동혁)@제 13회 가치봄영화제@후보@한국영화초청 (황동혁)@제 49회 대종상 영화제@후보@시나리오상 (황동혁)@후보@여우조연상 (김현수)@후보@영상기술상 (전건익)@후보@음악상 (모그)@후보@촬영상 (김지용)@후보@최우수작품상 (황동혁)@제 48회 백상예술대상@후보@영화 남자인기상 (공유)@후보@영화 남자최우수연기상 (공유)@2011@제 32회 청룡영화상@후보@각본상 (황동혁)@후보@감독상 (황동혁)@후보@남우조연상 (장광)@후보@남우주연상 (공유)@후보@여우주연상 (정유미)@수상@음악상 (모그)@수상@인기스타상 (공유)@후보@최우수 작품상,-,-,4662926,PWa17ruOJEI,
2011,2011 .04.20 개봉,영화,"판타지, 액션, 애니메이션",도그 데이즈 1,쿠사카와 케이조,https://movie-phinf.pstatic.net/20121210_184/1355114795399WIVX4_JPEG/movie_image.jpg,패배를 거듭하는 나라를 구하기 위해 용사를 소환하는 이야기.,해외,일본,-,-,-,15세 관람가,25분,-,코시미즈 아미 미즈키 나나 타케타츠 아야나 호리에 유이 미야노 마모루 ,-,-,-,-,-,8QBd4Syhvc0,
2011,2011 .06.30 개봉,영화,"드라마, 코미디",도약선생,윤성호,https://movie-phinf.pstatic.net/20111223_50/1324639317378dHmFo_JPEG/movie_image.jpg,"룸메이트 우정과 헤어진 원식은, ‘크고 높고 늠름한’ 뭔가를 보여달라는 그녀의 제안에 호언장담하며 한 달의 유예시간을 얻어낸다. 육상계의 김연아를 만들겠다는 수상한 코치 전영록은 새로운 유망주를 발굴하겠다는 일념으로 유원지를 배회하던 중 때마침 알바생 원식을 발견한다. 이별의 아픔에 직무유기 중이던 원식은 씩씩하고 늠름한 운동인 장대높이뛰기를 해보자는 전영록 코치의 꼬임에 묘한 설득력을 느낀다. 한편 초등학교 이후 크지 않은 키로 인해 아이돌 지망생으로 꿈을 전향한 전 육상꿈나무 재영은 전영록 코치의 꼬임에 진저리를 친다. 결국 원식은 함께 지내던 옥탑방까지 한번에 도약해 그녀를 감동시키고자, 전영록 코치에게 한 달간의 트레이닝을 받기로 한다. 그리고 이 해프닝에 얼떨결에 말려들게 된 재영. 이제 그들은 뜨거운 태양아래 꿈을 향한 일보를 내딛기 시작한다..!!",국내,한국,XYnqNKx_Hck,디앤디미디어,(주) 영화사조제,12세 관람가,65분,-,이우정 나수윤 박희본 박혁권 ,  윤성호 YOON Seong ho (각본) 박혁권 (각본) 박희본 Hee Von Park (각본) 나수윤 (각본) 이은정 (각본) 정석희 (각본) 박재민 (각본) 송재영 (프로듀서) 오동진 (제작) 하경호 (촬영) 김창훈 (음향) 송재경 (음악) 성충경 (미술) 이상민 (편집),배우/제작진 수상 이력@수상정보 테이블표@2012@제 7회 파리한국영화제@후보@페이사쥬 (윤성호)@2010@제 36회 서울독립영화제@후보@국내초청 (윤성호),-,-,-,-,
2011,"2019 .08.08 재개봉, 2011 .12.01 개봉",영화,드라마,도쿄 오아시스,마츠모토 카나  나카무라 카요,https://movie-phinf.pstatic.net/20190709_286/1562636449320kh28p_JPEG/movie_image.jpg,"만화경 같은 도시, 그 속에 숨겨진 오아시스를 찾아 떠나는 토코의 도쿄 산책.@ 발길이 닿는 대로 향한 곳에서 만난 낯설고 때론 익숙한 이들과의 빛나는 시간",해외,일본,XGISqcIGpUk,(주)디오시네마,(주)디오시네마,전체 관람가,83분,-,모타이 마사코 미츠이시 켄 이치카와 미카코 모리오카 류 쿠로키 하루 하라다 토모요 카세 료 고바야시 사토미 ,  시라키 토모코 Tomoko Shiroki (각본) 마츠모토 카나 Kana Matsumoto (각본) 나카무라 카요 Kayo Nakamura (각본),-,-,-,3547,XGISqcIGpUk,
2011,2011 .10.25 개봉,영화,다큐멘터리,독도korea,[국내] 전체 관람가,https://movie-phinf.pstatic.net/20111224_154/1324652785835kvgUC_JPEG/movie_image.jpg,"독도, 그리고 평화의 길... 대한민국 최동단은 살아있다! 대한민국 최동단. 경상북도 울릉군 울릉읍 독도리에 속하는 섬, 독도. <독도야>는 살아 숨쉬는 자연의 섬 독도의 생태계 뿐 아니라, 1952년 이래 지속되어 온 독도도발에 대한 일본의 시나리오, 그리고 그 평화의 길에 대한 방향성을 제시한다.",국내,한국,YfDE0XQIMzw,-,-,-,72분,-,-,-,-,-,-,-,b5_7KaFzaXk,
2011,2011 .09.29 개봉,영화,"드라마, 다큐멘터리",독도야 반갑다,강태원,https://movie-phinf.pstatic.net/20111223_11/13246474260257hcGB_JPEG/movie_image.jpg,"30대 초반의 잉여인간인 성규와 두태, 극심한 생활고에 시달리던 두 사람은 우연한 기회로 소년소녀 국토대장정(인천~독도)에 소대장으로 참여하게 된다. 이들은 국토대장정의 순수한 목적과는 달리 어린 대원들의 부모에게 아이들이 아프다는 거짓말로 돈을 받아내기 위해 14박15일의 긴 여정을 시작한다.@ 8월의 무더운 날씨와 힘든 여정은 어린 대원들과 성규와 두태에게 조금씩 변화를 주기 시작한다. 그러던 중, 두태는 순수한 아이들과 우정, 성규는 첫사랑 한소리의 딸인 유리를 만나면서 살아온 삶에 대한 반성을 하게 되고 특별한 의미를 가지지 않았던 여정의 끝인 독도를 새로운 마음가짐으로 향하게 된다.",국내,한국,YSqF1pgPKwA,-,-,12세 관람가,89분,-,조홍록 조경현 ,  강태원 (각본) 나현준 (프로듀서) 한채련 (제작실장) 강태원 (제작) 박성규 (제작) 김태영 (제작지원) 최성림 (촬영부) 송명섭 (촬영) 강현민 (연출부) 나동욱 (사운드슈퍼바이저) 김성태 (음악) 김주완 (음악) 박슬기 (음악) 오승임 (미술) 김민정 (소품) 박형배 (시각효과) 정상혁 (편집) 이창희 (칼라슈퍼바이저) 주순석 (배급책임) 채경빈 (마케팅 책임) 이상기 (온라인마케팅) 김아람 (포스터) 이창희 (예고편) 서종욱 (B카메라),-,-,-,-,kAvmsZB3Bq8,
2011,2011 .08.25 개봉,영화,"공포, 스릴러",돈비 어프레이드-어둠 속의 속삭임,트로이 닉시,https://movie-phinf.pstatic.net/20111223_205/1324641835875rDEbp_JPEG/movie_image.jpg,"아빠와 함께 19세기에 지어진 낡은 저택으로 이사 왔다. 어느 날부터, 밤이 되면 알 수 없는 속삭임과 함께 누군가 방에 찾아온다. 이 저택에는 우리 말고 누군가 있다. 이 집에서는 도대체 무슨 일이 있었던 걸까?",해외,미국 / 오스트레일리아,yxIjOu04jSs,(주)포시즌픽쳐스,화앤담이엔티,15세 관람가,99분,-,제임스 맥케이 니콜라스 벨 에밀리아 번즈 딜런 영 줄리아 블레이크 잭 톰슨 앨런 데일 베일리 매디슨 가이 피어스 케이티 홈즈 ,  매튜 로빈스 Matthew Robbins (각본) 기예르모 델 토로 Guillermo Del Toro (각본) 마크 존슨 Mark Johnson (제작) 기예르모 델 토로 Guillermo Del Toro (제작) 윌리엄 호버그 William Horberg (기획) 스티븐 존스 Stephen Jones (기획) 올리버 스태플톤 Oliver Stapleton (촬영) 마르코 벨트라미 Marco Beltrami (음악) 로저 포드 Roger Ford (미술) 웬디 척 Wendy Chuck (의상) 질 빌콕 Jill Bilcock (편집) 케리 브라운 Kerrie Brown (세트) 베누스 카나니 Venus Kanani (배역) 크리스틴 킹 Christine King (배역) 마리 베뉴 Mary Vernieu (배역),배우/제작진 수상 이력@수상정보 테이블표@2011@제 15회 판타지아 영화제@후보@장편 영화 (트로이 닉시),-,-,-,kBvEyoElqZk,
2011,2011 .04.07 개봉,영화,드라마,돌아오는 길,스티브 리,https://movie-phinf.pstatic.net/20111223_133/1324634597850i91es_JPEG/movie_image.jpg,"우연한 사고로 친구를 잃은 선일은 충격을 안은 채 여행을 떠나고 1년 후, 다시 친구들 앞에 나타난다. 그러나 선일은 죽은 친구의 모습과 많이 닮아있다. 그런 선일을 묵묵히 지켜보는 친구들. 그들의 우정은 예전과 달리 외줄타기를 하는 것처럼 위태롭기만 하다. 어느 날, 선일에게도 사랑이 찾아온다. 선일은 지수를 통해 자신의 인생에서 가장 행복하고 달콤한 순간들을 맛보지만, 예기치 못한 사건으로 인해 자신의 모습 모두가 낯설게 느껴진다!",국내,한국,k03AdExjdS4,Empty Kingdom Korea,웃기씨네,15세 관람가,90분,-,박건아 최리호 정내원 김건 맹하령 김지수 천우성 박그리나 유선일 ,  박세미 (각본) 스티브 리 Steve Lee (각본) 이경원 (각색) 정윤상 (프로듀서) 이성창 (제작부장) 이재민 (제작부) 김진희 (제작부) 스티브 리 Steve Lee (제작) 박범훈 (제작) 헨리 제이콥 킴 Henry Jacob Kim (제작) 이영미 (제작투자) 이용철 (제작투자) 최한주 (제작투자) 스티브 리 Steve Lee (제작투자) 강석주 (제작관리부문) 김창호 (제작관리부문) 김기원 (제작관리부문) 김연주 (촬영부) 한정희 (촬영부) 이범우 (촬영부) 박경석 (촬영) 박준규 (조명) 강동건 (조명부) 김수웅 (조명부) 홍성준 (조명부) 최석준 (조명부) 허승원 (조명부) 이동훈 (그립) 이태진 (그립) 박찬희 (그립) 김재원 (연출부) 허유경 (스크립터) 이경원 (조감독) 최재호 (동시녹음) 황혜숙 (음악) 이용옥 (미술) 유정은 (미술팀) 최임 (미술팀) 전건익 (특수효과) 허선미 (편집) 앤디 킴 Andy Kim (홍보사진) 이기준 (발전차) 문주천 (지미집) 류현상 (무술) 김윤희 (분장-의상팀) 홍진성 (의상팀) 한송이 (의상팀) 공태원 (음향부문) 이형주 (음향부문) 윤선명 (음향부문) 김경호 (음향부문) 성하중 (음향부문) 이승호 (음향부문) 김기영 (음향부문) 엄태식 (디지털처리부문) 안금성 (디지털처리부문) 안금성 (예고편) 김준표 (예고편) 박범훈 (배급부문) 장선윤 (배급부문) 김현정 (마케팅부문) 다니엘 나 Daniel Na (영문자막) 김덕령 (조명장비),-,-,-,163,EyKFjgDODjM,
2011,2011 .11.03 개봉,영화,"애니메이션, 스릴러",돼지의 왕,연상호,https://movie-phinf.pstatic.net/20111223_213/1324648381006hL39S_JPEG/movie_image.jpg,"회사 부도 후 충동적으로 아내를 살인한 ‘경민(목소리 오정세)’은 자신의 분노를 감추고 중학교 동창이었던 ‘종석(목소리 양익준)’을 찾아 나선다. 소설가가 되지 못해 자서전 대필작가로 근근히 먹고 사는 종석은 15년 만에 찾아온 경민의 방문에 당황한다. 경민은 무시당하고 짓밟혀　지우고 싶었던　중학교 시절과 자신들의 우상이었던 '철이(목소리 김혜나)' 이야기를 종석에게 꺼낸다. 그리고 경민은 학창시절의 교정으로 종석을 이끌어, 15년 전 그날의 충격적인 진실을 밝히려 하는데...",국내,한국,tetGI_Dz954,"돼지의 왕 제작위원회 , 스튜디오 다다쇼",KT&G 상상마당,청소년 관람불가,96분,-,조영각 오승준 하명석 연상호 이재형 연상호 한윤서 박희본 김꽃비 하명석 조영각 경순 연상호 김혜나 최규석 허지웅 이돈용 이주영 연상호 김성현 장효진 장효진 김성현 김재록 정인기 이수현 한윤서 이재형 한현민 조영빈 김꽃비 박희본 김혜나 오정세 양익준 ,  연상호 Yeon Sangho (각본) 조영각 (프로듀서) 곽용수 (제작기획) 김일권 KIM Il-kwon (제작기획) 조영각 (제작기획) 채수진 (제작기획) 정무경 (제작진행) 조향연 (제작진행) 박정환 (제작투자) 이응출 (제작투자) 이준배 (사운드) 애니마 사운드 (사운드디자인) 엄빈 (음악) 우제근 (미술) 연상호 Yeon Sangho (배경) 연찬흠 (CG) 연상호 Yeon Sangho (편집) 이연정 (편집) 손윤영 (광고디자인) 연상호 Yeon Sangho (원화) (원화) 하명석 (원화) 오승준 (원화) 안세진 (원화) 안세진 (원화) 김윤희 (원화) 홍은표 (원화) 이가은 (원화) 박보혜 (원화) 장진열 (원화) 이정민 (원화) 김창수 KIM Changsoo (원화) 최유진 (칼라) 이정혜 (칼라) 이연재 (칼라) 이정민 (칼라) 연상호 Yeon Sangho (캐릭터디자인) 김창수 KIM Changsoo (캐릭터디자인) 연상호 Yeon Sangho (동화) 김민찬 (동화) 하명석 (동화) 오승준 (동화) 안세진 (동화) 김윤희 (동화) 홍은표 (동화) 이가은 (동화) 박보혜 (동화) 이정민 (동화) 박소라 (동화) 김주혜 (동화) 이성희 (동화) 정한이 (동화) 김비 (동화) 이윤희 Lee Yoon-hee (동화) 조소흠 (동화) 강민영 (동화) 용창우 (동화) 최규석 (캐릭터 원안) 최도성 (마케팅부문) 강기명 (마케팅부문) 김형희 (디지털처리부문) 형준석 (디지털처리부문) 정혜리 (디지털처리부문) 김동현 (회계총괄) 연상호 Yeon Sangho (스토리보드) 연찬흠 (스토리보드) 연찬흠 (스토리보드) 홍덕표 HONG Deok-pyo (작화 매니저) 박세용 (작화스텝) 이승호 (음향부문) 김찬진 (음향부문) 송우영 (음향부문) 엄빈 (음향부문) 김동영 (배급부문) 조향연 (배급부문) 곽미현 (배급부문) 장은미 (배급부문) 송서진 (마케팅부문) 우창우 (마케팅부문) 손효색 (마케팅부문) 정보름 (마케팅부문) 권진영 (예고편) 심란희 (예고편),"배우/제작진 수상 이력@수상정보 테이블표@2016@제 47회 인도국제영화제@후보@컨트리 포커스 (연상호)@2014@제 10회 유라시아 국제영화제@후보@한국영화 특별전 (연상호)@2013@제 1회 서울시민영화제@후보@서울, 특별시민 (연상호)@제 23회 자그레브 국제 애니메이션 영화제@후보@월드 파노라마 (연상호)@제 36회 예테보리국제영화제@후보@애니매니아 (연상호)@제 11회 피렌체 한국영화제@후보@상영작 (연상호)@제 61회 산세바스티안국제영화제@후보@테마 회고전 (연상호)@2012@제 14회 리우 데 자네이루 국제영화제@후보@미드나잇 무비스 (연상호)@제 7회 런던한국영화제@후보@애니메이션 (연상호)@제 11회 뉴욕 아시아 영화제@후보@한국영화 (연상호)@제 59회 시드니 영화제@후보@경쟁부문 (연상호)@제 16회 판타지아 영화제@수상@베스트 데뷔상 특별언급 (연상호)@수상@베스트 애니메이션 - 장편 (연상호)@후보@장편 영화 (연상호)@제 16회 서울국제만화애니메이션페스티벌@후보@경쟁단편부문 (연상호)@제 45회 시체스영화제@후보@애니메이션 (연상호)@제 21회 부일영화상@후보@각본상 (연상호)@후보@신인 감독상 (연상호)@후보@최우수 작품상 (연상호)@제 13회 샌디에고 아시안 영화제@후보@디스커버리즈 (연상호)@제 43회 인도국제영화제@후보@스케치 온 스크린 (연상호)@제 32회 하와이국제영화제@후보@한국영화 부문 (연상호)@제 47회 카를로비바리 국제 영화제@후보@다른시선부문 (연상호)@제 61회 멜버른 국제 영화제@후보@애니메이션 장편 (연상호)@제 14회 서울국제청소년영화제@후보@스트롱아이 (연상호)@제 36회 안시 국제애니메이션 페스티벌@후보@장편비경쟁 (연상호)@제 66회 에든버러국제영화제@후보@국제 경쟁 (연상호)@제 65회 칸영화제@후보@감독주간 (연상호)@2011@제 16회 부산국제영화제@수상@넷팩상(아시아영화진흥기구상) (연상호)@후보@한국영화의 오늘 - 비전 (연상호)@2010@제 6회 인디애니페스트@후보@독립장편 제작발표회 (연상호)@접기",-,-,19923,_Dy9xIzAsN0,
2011,2011 .03.17 개봉,영화,"드라마, 전쟁",두만강,장률,https://movie-phinf.pstatic.net/20111223_206/1324634209294zYMiq_JPEG/movie_image.jpg,"연변 조선족 자치주와 북한 함경도를 사이에 둔 두만강 변의 한 마을. 할아버지와 누이와 함께 사는 열 두 살 창호는 식량을 구하려고 강을 넘나드는 또래의 북한 소년 정진과 우연히 친구가 된다. 처음엔 축구시합 출전을 대가로 시작된 거래였지만 어느새 의리가 생긴 것. 하지만 탈북자들을 도와주던 마을 사람들이 점점 그들의 문제로 골치를 썩자, 소년들 사이에도 조금씩 균열이 생긴다.@ 그러던 어느 날, 창호는 누이 순희가 탈북 청년에게 겁탈당한 사실을 알게 되고, 분노한 나머지 정진을 매몰차게 내친다. 그럼에도 정진은 창호와 했던 아랫마을 아이들과의 축구시합 약속을 지키기 위해 또 다시 목숨을 걸고 두만강을 건너서 마을에 나타나는데…",해외,한국 / 프랑스,ke9kRzoAzWU,인디스토리,-,15세 관람가,93분,-,랜 인 린-롱 린 진 리늘 리 지안 쿠이 이경림 윤란 최건 ,  장률 Lu ZHANG (각본) 이정진 (프로듀서) 귀욤 드 세일레 Guillaume de Seille (프로듀서) 우혜경 (프로듀서) 왕 위화 Wang Weihua (제작부장) 귀욤 드 세일레 Guillaume de Seille (제작) 장 슈안 Zhang Xueyan (제작) 웨이 수 Wei Xu (촬영) 펭 퀴앙 Feng Qiang (조명) 왕 위화 Wang Weihua (조감독) 마크 누이리가트 Marc Nouyrigat (동시녹음) 구앙수안 주 Guangxuan Zhu (미술) 리 광엔 Li Guangwen (소품) 프랑소와 퀴쿠에르 Francois Quiquere (편집) 곽용수 (마케팅총괄) 곽용수 (배급) 한소명 (국내배급) 한혜미 (국내배급) 김화범 (국내배급) 조계영 (홍보마케팅) 서상덕 (홍보마케팅) 김예원 (홍보마케팅),"배우/제작진 수상 이력@수상정보 테이블표@2019@제 29회 후쿠오카 국제 영화제@후보@특별 장편 (장률)@2014@제 11회 서울국제사랑영화제@후보@스페셜2.경계의 감독, 장률 특별전 (장률)@2013@제 1회 디아스포라 영화제@후보@장편영화 (장률)@2011@제 1회 북한인권국제영화제@후보@초청작 (장률)@제 29회 샌프란시스코 국제 아시안 아메리칸 영화제@후보@시네마시아 (장률)@제 20회 부일영화상@후보@최우수 감독상 (장률)@후보@최우수 작품상 (장률)@2010@제 20회 후쿠오카 국제 영화제@후보@상영작 (장률)@제 30회 하와이국제영화제@후보@필름 포 소트 (장률)@제 23회 싱가포르 국제 영화제@후보@아시아 장편 (장률)@제 36회 서울독립영화제@후보@국내초청 (장률)@제 15회 부산국제영화제@수상@넷팩상(아시아영화진흥기구상) (장률)@접기",-,-,-,ke9kRzoAzWU,
2011,2011 .11.17 개봉,영화,"액션, 스릴러",드라이브,니콜라스 윈딩 레픈,https://movie-phinf.pstatic.net/20111223_109/1324651862575dOcpz_JPEG/movie_image.jpg,새로운 충격! 뜨거운 논란!@ 오직 드라이브에 삶의 의미를 두고 조용히 살아가던 한 남자(라이언 고슬링). 또 하나의 삶의 의미가 된 여인(캐리 멀리건)이 위험에 빠지고 그녀를 지키기 위해 비극적 사건에 휘말리게 된다. 숨막히는 폭력과 치열한 사투를 벌이던 그는 서서히 자신의 숨겨져 있던 냉혹한 본성과 마주하게 되는데…,해외,미국,Lrs9BkM1B2s,판씨네마(주),판씨네마(주),청소년 관람불가,100분,-,케사르 가르시아 크리스 무토 조 핑그 존 파이퍼-페르구슨 티나 휴앙 티아라 파커 조 버카로 3세 러스 탬블린 제임스 비버리 제프 울프 론 펄먼 크리스티나 헨드릭스 오스카 아이삭 앨버트 브룩스 브라이언 크랜스톤 캐리 멀리건 라이언 고슬링 ,  호세인 아미니 Hossein Amini (각본) 미셸 리트박 Michel Litvak (제작) 존 팰러모 John Palermo (제작) 마크 플랫 Marc Platt (제작) 지지 프리츠커 Gigi Pritzker (제작) 애덤 시겔 Adam Siegel (제작) 데이빗 랜커스터 David Lancaster (기획) 빌 리샤크 Bill Lischak (기획) 린다 맥도노그 Linda McDonough (기획) 제프리 스톳 Jeffrey Stott (기획) 게리 마이클 월터스 Gary Michael Walters (기획) 뉴턴 토머스 시겔 Newton Thomas Sigel (촬영) 론 벤더 Lon Bender (음향효과) 빅터 레이 에니스 Victor Ray Ennis (음향효과) 클리프 마티네즈 Cliff Martinez (음악) 크리스토퍼 탄돈 Christopher Tandon (아트디렉터) 베스 믹클 Beth Mickle (미술) 리사 K. 세시온스 Lisa K. Sessions (세트) 에린 베내치 Erin Benach (의상) 매튜 뉴먼 Matthew Newman (편집) 민디 마튼 Mindy Marin (배역),배우/제작진 수상 이력@수상정보 테이블표@2018@제 67회 멜버른 국제 영화제@후보@특별 이벤트 (니콜라스 윈딩 레픈)@2016@제 6회 CINE ICON: KT&G 상상마당 배우기획전@후보@배우의 초상 (라이언 고슬링)@2015@제 28회 도쿄국제영화제@후보@시네마 스튜디오 200th 에피소드 (니콜라스 윈딩 레픈)@2014@제 7회 FILM LIVE: KT&G 상상마당 음악영화제@후보@Taster's Choice: 객원 프로그래머 추천선 (니콜라스 윈딩 레픈)@2012@제 17회 크리틱스 초이스 시상식@후보@감독상 (니콜라스 윈딩 레픈)@후보@남우조연상 (앨버트 브룩스)@후보@남우주연상 (라이언 고슬링)@수상@액션영화상 (FilmDistrict)@후보@음악상 (클리프 마르티네즈)@후보@작품상 (FilmDistrict)@후보@촬영상 (뉴턴 토머스 시겔)@후보@편집상 (매튜 뉴먼)@제 30회 뮌헨 국제영화제@후보@오마주 - 니콜라스 윈딩 레픈 (니콜라스 윈딩 레픈)@제 37회 세자르영화제@후보@외국어영화상 (니콜라스 윈딩 레픈)@제 32회 런던 비평가 협회상@후보@감독상 (니콜라스 윈딩 레픈)@후보@남우조연상 (앨버트 브룩스)@후보@남우주연상 (라이언 고슬링)@후보@영국기술공헌상 (클리프 마르티네즈)@후보@영국여우주연상 (캐리 멀리건)@후보@작품상@제 46회 전미 비평가 협회상@수상@남우조연상 (앨버트 브룩스)@제 65회 영국 아카데미 시상식@후보@감독상 (니콜라스 윈딩 레픈)@후보@여우조연상 (캐리 멀리건)@후보@작품상@후보@편집상 (매튜 뉴먼)@제 84회 미국 아카데미 시상식@후보@음향편집상 (론 벤더 외 1명)@제 69회 골든 글로브 시상식@후보@남우조연상 (앨버트 브룩스)@제 21회 MTV 영화 & TV 어워즈@후보@최고의 남자배우상 (라이언 고슬링)@후보@최고의 속뒤집히는 순간 (라이언 고슬링)@후보@최고의 음악상 (College and Electric Youth : A Real Hero)@2011@제 1회 CINE ICON: KT&G 상상마당 배우기획전@후보@상영작 (니콜라스 윈딩 레픈)@제 13회 리우 데 자네이루 국제영화제@후보@파노라마 (니콜라스 윈딩 레픈)@제 22회 스톡홀름영화제@후보@단편 경쟁 (니콜라스 윈딩 레픈)@제 44회 시체스영화제@후보@오피셜 판타스틱 파노라마 경쟁부문 (니콜라스 윈딩 레픈)@제 36회 토론토국제영화제@후보@특별한 발표 부문 (니콜라스 윈딩 레픈)@제 64회 로카르노 영화제@후보@피아자 그란데 (니콜라스 윈딩 레픈)@제 76회 뉴욕 비평가 협회상@수상@남우조연상 (앨버트 브룩스)@제 24회 시카고 비평가 협회상@후보@각색상 (호세인 아미니)@수상@남우조연상 (앨버트 브룩스)@수상@음악상 (클리프 마르티네즈)@후보@작품상 (니콜라스 윈딩 레픈)@후보@촬영상 (뉴턴 토머스 시겔)@제 64회 칸영화제@수상@감독상 (니콜라스 윈딩 레픈)@후보@경쟁부문 (니콜라스 윈딩 레픈)@접기,-,-,20080,-,
